
2023-05-05-12:01:27 12.8816
2023-05-05-12:03:23 14.437
2023-05-05-12:16:37 15.9924
2023-05-05-12:20:50 999.0
2023-05-05-12:25:57 999.0
2023-05-05-12:29:47 18.881
2023-05-05-12:29:48 18.881
2023-05-05-12:29:48 18.881
2023-05-05-12:29:48 18.881
2023-05-05-12:29:48 18.881
2023-05-05-12:29:49 18.881
2023-05-05-12:29:49 18.881
2023-05-05-12:29:49 18.881
2023-05-05-12:29:49 18.881
2023-05-05-12:29:50 18.881
2023-05-05-12:29:50 18.881
2023-05-05-12:29:50 18.881
2023-05-05-12:29:50 18.881
2023-05-05-12:29:51 18.881
2023-05-05-12:29:51 18.881
2023-05-05-12:29:51 18.881
2023-05-05-12:29:51 18.881
2023-05-05-12:29:52 18.881
2023-05-05-12:29:52 18.881
2023-05-05-12:29:52 18.881
2023-05-05-12:29:52 18.881
2023-05-05-12:29:53 18.881
2023-05-05-12:29:53 18.881
2023-05-05-12:29:53 18.881
2023-05-05-12:29:53 18.881
2023-05-05-12:29:54 18.881
2023-05-05-12:29:54 18.881
2023-05-05-12:29:54 18.881
2023-05-05-12:29:54 18.881
2023-05-05-12:29:55 18.881
2023-05-05-12:29:55 18.881
2023-05-05-12:29:55 18.881
2023-05-05-12:29:55 18.881
2023-05-05-12:29:56 18.881
2023-05-05-12:29:56 18.881
2023-05-05-12:29:56 18.881
2023-05-05-12:29:56 18.881
2023-05-05-12:29:57 18.881
2023-05-05-12:29:57 18.881
2023-05-05-12:29:57 18.881
2023-05-05-12:29:57 18.881
2023-05-05-12:29:58 18.881
2023-05-05-12:29:58 18.881
2023-05-05-12:29:58 18.881
2023-05-05-12:29:58 18.881
2023-05-05-12:29:59 18.881
2023-05-05-12:29:59 18.881
2023-05-05-12:29:59 18.881
2023-05-05-12:29:59 18.881
2023-05-05-12:30:00 18.6588
2023-05-05-12:30:00 18.881
2023-05-05-12:30:00 18.881
2023-05-05-12:30:00 18.881
2023-05-05-12:30:01 18.881
2023-05-05-12:30:01 18.881
2023-05-05-12:30:01 18.881
2023-05-05-12:30:01 18.881
2023-05-05-12:30:02 18.881
2023-05-05-12:30:02 18.881
2023-05-05-12:30:02 18.881
2023-05-05-12:30:02 18.881
2023-05-05-12:30:03 18.881
2023-05-05-12:30:03 18.881
2023-05-05-12:30:03 18.881
2023-05-05-12:30:03 18.881
2023-05-05-12:30:04 18.881
2023-05-05-12:30:04 18.881
2023-05-05-12:30:04 18.881
2023-05-05-12:30:04 18.881
2023-05-05-12:30:05 18.881
2023-05-05-12:30:05 18.881
2023-05-05-12:30:05 18.881
2023-05-05-12:30:05 18.881
2023-05-05-12:30:06 18.881
2023-05-05-12:30:06 18.881
2023-05-05-12:30:06 18.881
